Code,Description,last_updated
D07.4,Penis,09-06-2025
D07.5,Prostate,09-06-2025
D07.6,Other and unspecified male genital organs,09-06-2025
D09.0,Bladder,09-06-2025
D09.1,Other and unspecified urinary organs,09-06-2025
D09.2,Eye,09-06-2025
D09.3,Thyroid and other endocrine glands,09-06-2025
D09.7,Carcinoma in situ of other specified sites,09-06-2025
D09.9,"Carcinoma in situ, unspecified",09-06-2025
D10.0,Lip,09-06-2025
D10.1,Tongue,09-06-2025
D10.2,Floor of mouth,09-06-2025
D10.3,Other and unspecified parts of mouth,09-06-2025
D10.4,Tonsil,09-06-2025
D10.5,Other parts of oropharynx,09-06-2025
D10.6,Nasopharynx,09-06-2025
D10.7,Hypopharynx,09-06-2025
D10.9,"Pharynx, unspecified",09-06-2025
D11.0,Parotid gland,09-06-2025
D11.7,Other major salivary glands,09-06-2025
D11.9,"Major salivary gland, unspecified",09-06-2025
D12.0,Caecum,09-06-2025
D12.1,Appendix,09-06-2025
D12.2,Ascending colon,09-06-2025
D12.3,Transverse colon,09-06-2025
D12.4,Descending colon,09-06-2025
D12.5,Sigmoid colon,09-06-2025
D12.6,"Colon, unspecified",09-06-2025
D12.7,Rectosigmoid junction,09-06-2025
D12.8,Rectum,09-06-2025
D12.9,Anus and anal canal,09-06-2025
D13.0,Oesophagus,09-06-2025
D13.1,Stomach,09-06-2025
D13.2,Duodenum,09-06-2025
D13.3,Other and unspecified parts of small intestine,09-06-2025
D13.4,Liver,09-06-2025
D13.5,Extrahepatic bile ducts,09-06-2025
D13.6,Pancreas,09-06-2025
D13.7,Endocrine pancreas,09-06-2025
D13.9,Ill-defined sites within the digestive system,09-06-2025
D14.0,"Middle ear, nasal cavity and accessory sinuses",09-06-2025
D14.1,Larynx,09-06-2025
D14.2,Trachea,09-06-2025
D14.3,Bronchus and lung,09-06-2025
D14.4,"Respiratory system, unspecified",09-06-2025
D15.0,Thymus,09-06-2025
D15.1,Heart,09-06-2025
D15.2,Mediastinum,09-06-2025
D15.7,Other specified intrathoracic organs,09-06-2025
D15.9,"Intrathoracic organ, unspecified",09-06-2025
D16.0,Scapula and long bones of upper limb,09-06-2025
D16.1,Short bones of upper limb,09-06-2025
D16.2,Long bones of lower limb,09-06-2025
D16.3,Short bones of lower limb,09-06-2025
D16.4,Bones of skull and face,09-06-2025
D16.5,Lower jaw bone,09-06-2025
D16.6,Vertebral column,09-06-2025
D16.7,"Ribs, sternum and clavicle",09-06-2025
D16.8,"Pelvic bones, sacrum and coccyx",09-06-2025
D16.9,"Bone and articular cartilage, unspecified",09-06-2025
D17.0,"Benign lipomatous neoplasm of skin and subcutaneous tissue of head, face and neck",09-06-2025
D17.1,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,09-06-2025
D17.2,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,09-06-2025
D17.3,Benign lipomatous neoplasm of skin and subcutaneous tissue of other and unspecified sites,09-06-2025
D17.4,Benign lipomatous neoplasm of intrathoracic organs,09-06-2025
D17.5,Benign lipomatous neoplasm of intra-abdominal organs,09-06-2025
D17.6,Benign lipomatous neoplasm of spermatic cord,09-06-2025
D17.7,Benign lipomatous neoplasm of other sites,09-06-2025
D17.9,"Benign lipomatous neoplasm, unspecified",09-06-2025
D18.0,"Haemangioma, any site",09-06-2025
D18.1,"Lymphangioma, any site",09-06-2025
D19.0,Mesothelial tissue of pleura,09-06-2025
D19.1,Mesothelial tissue of peritoneum,09-06-2025
D19.7,Mesothelial tissue of other sites,09-06-2025
D19.9,"Mesothelial tissue, unspecified",09-06-2025
D20.0,Retroperitoneum,09-06-2025
D20.1,Peritoneum,09-06-2025
D21.0,"Connective and other soft tissue of head, face and neck",09-06-2025
D21.1,"Connective and other soft tissue of upper limb, including shoulder",09-06-2025
D21.2,"Connective and other soft tissue of lower limb, including hip",09-06-2025
D21.3,Connective and other soft tissue of thorax,09-06-2025
D21.4,Connective and other soft tissue of abdomen,09-06-2025
D21.5,Connective and other soft tissue of pelvis,09-06-2025
D21.6,"Connective and other soft tissue of trunk, unspecified",09-06-2025
D21.9,"Connective and other soft tissue, unspecified",09-06-2025
D22.0,Melanocytic naevi of lip,09-06-2025
D22.1,"Melanocytic naevi of eyelid, including canthus",09-06-2025
D22.2,Melanocytic naevi of ear and external auricular canal,09-06-2025
D22.3,Melanocytic naevi of other and unspecified parts of face,09-06-2025
D22.4,Melanocytic naevi of scalp and neck,09-06-2025
D22.5,Melanocytic naevi of trunk,09-06-2025
D22.6,"Melanocytic naevi of upper limb, including shoulder",09-06-2025
D22.7,"Melanocytic naevi of lower limb, including hip",09-06-2025
D22.9,"Melanocytic naevi, unspecified",09-06-2025
D23.0,Skin of lip,09-06-2025
D23.1,"Skin of eyelid, including canthus",09-06-2025
D23.2,Skin of ear and external auricular canal,09-06-2025
D23.3,Skin of other and unspecified parts of face,09-06-2025
D23.4,Skin of scalp and neck,09-06-2025
D23.5,Skin of trunk,09-06-2025
D23.6,"Skin of upper limb, including shoulder",09-06-2025
D23.7,"Skin of lower limb, including hip",09-06-2025
D23.9,"Skin, unspecified",09-06-2025
D25.0,Submucous leiomyoma of uterus,09-06-2025
D25.1,Intramural leiomyoma of uterus,09-06-2025
D25.2,Subserosal leiomyoma of uterus,09-06-2025
D25.9,"Leiomyoma of uterus, unspecified",09-06-2025
D26.0,Cervix uteri,09-06-2025
D26.1,Corpus uteri,09-06-2025
D26.7,Other parts of uterus,09-06-2025
D26.9,"Uterus, unspecified",09-06-2025
D28.0,Vulva,09-06-2025
D28.1,Vagina,09-06-2025
D28.2,Uterine tubes and ligaments,09-06-2025
D28.7,Other specified female genital organs,09-06-2025
D28.9,"Female genital organ, unspecified",09-06-2025
D29.0,Penis,09-06-2025
D29.1,Prostate,09-06-2025
D29.2,Testis,09-06-2025
D29.3,Epididymis,09-06-2025
D29.4,Scrotum,09-06-2025
D29.7,Other male genital organs,09-06-2025
D29.9,"Male genital organ, unspecified",09-06-2025
D30.0,Kidney,09-06-2025
D30.1,Renal pelvis,09-06-2025
D30.2,Ureter,09-06-2025
D30.3,Bladder,09-06-2025
D30.4,Urethra,09-06-2025
D30.7,Other urinary organs,09-06-2025
D30.9,"Urinary organ, unspecified",09-06-2025
D31.0,Conjunctiva,09-06-2025
D31.1,Cornea,09-06-2025
D31.2,Retina,09-06-2025
D31.3,Choroid,09-06-2025
D31.4,Ciliary body,09-06-2025
D31.5,Lacrimal gland and duct,09-06-2025
D31.6,"Orbit, unspecified",09-06-2025
D31.9,"Eye, unspecified",09-06-2025
D32.0,Cerebral meninges,09-06-2025
D32.1,Spinal meninges,09-06-2025
D32.9,"Meninges, unspecified",09-06-2025
D33.0,"Brain, supratentorial",09-06-2025
D33.1,"Brain, infratentorial",09-06-2025
D33.2,"Brain, unspecified",09-06-2025
D33.3,Cranial nerves,09-06-2025
D33.4,Spinal cord,09-06-2025
D33.7,Other specified parts of central nervous system,09-06-2025
D33.9,"Central nervous system, unspecified",09-06-2025
D35.0,Adrenal gland,09-06-2025
D35.1,Parathyroid gland,09-06-2025
D35.2,Pituitary gland,09-06-2025
D35.3,Craniopharyngeal duct,09-06-2025
D35.4,Pineal gland,09-06-2025
D35.5,Carotid body,09-06-2025
D35.6,Aortic body and other paraganglia,09-06-2025
D35.7,Other specified endocrine glands,09-06-2025
D35.8,Pluriglandular involvement,09-06-2025
D35.9,"Endocrine gland, unspecified",09-06-2025
D36.0,Lymph nodes,09-06-2025
D36.1,Peripheral nerves and autonomic nervous system,09-06-2025
D36.7,Other specified sites,09-06-2025
D36.9,Benign neoplasm of unspecified site,09-06-2025
D37.0,"Lip, oral cavity and pharynx",09-06-2025
D37.1,Stomach,09-06-2025
D37.2,Small intestine,09-06-2025
D37.3,Appendix,09-06-2025
D37.4,Colon,09-06-2025
D37.5,Rectum,09-06-2025
D37.6,"Liver, gallbladder and bile ducts",09-06-2025
D37.7,Other digestive organs,09-06-2025
D37.9,"Digestive organ, unspecified",09-06-2025
D38.0,Larynx,09-06-2025
D38.1,"Trachea, bronchus and lung",09-06-2025
D38.2,Pleura,09-06-2025
D38.3,Mediastinum,09-06-2025
D38.4,Thymus,09-06-2025
D38.5,Other respiratory organs,09-06-2025
D38.6,"Respiratory organ, unspecified",09-06-2025
D39.0,Uterus,09-06-2025
D39.1,Ovary,09-06-2025
D39.2,Placenta,09-06-2025
D39.7,Other female genital organs,09-06-2025
D39.9,"Female genital organ, unspecified",09-06-2025
D40.0,Prostate,09-06-2025
D40.1,Testis,09-06-2025
D40.7,Other male genital organs,09-06-2025
D40.9,"Male genital organ, unspecified",09-06-2025
D41.0,Kidney,09-06-2025
D41.1,Renal pelvis,09-06-2025
D41.2,Ureter,09-06-2025
D41.3,Urethra,09-06-2025
D41.4,Bladder,09-06-2025
D41.7,Other urinary organs,09-06-2025
D41.9,"Urinary organ, unspecified",09-06-2025
D42.0,Cerebral meninges,09-06-2025
D42.1,Spinal meninges,09-06-2025
D42.9,"Meninges, unspecified",09-06-2025
D43.0,"Brain, supratentorial",09-06-2025
D43.1,"Brain, infratentorial",09-06-2025
D43.2,"Brain, unspecified",09-06-2025
D43.3,Cranial nerves,09-06-2025
D43.4,Spinal cord,09-06-2025
D43.7,Other parts of central nervous system,09-06-2025
D43.9,"Central nervous system, unspecified",09-06-2025
D44.0,Thyroid gland,09-06-2025
D44.1,Adrenal gland,09-06-2025
D44.2,Parathyroid gland,09-06-2025
D44.3,Pituitary gland,09-06-2025
D44.4,Craniopharyngeal duct,09-06-2025
D44.5,Pineal gland,09-06-2025
D44.6,Carotid body,09-06-2025
D44.7,Aortic body and other paraganglia,09-06-2025
D44.8,Pluriglandular involvement,09-06-2025
D44.9,"Endocrine gland, unspecified",09-06-2025
D46.0,"Refractory anaemia without ring sideroblasts, so stated",09-06-2025
D46.1,Refractory anaemia with ring sideroblasts,09-06-2025
D46.2,Refractory anaemia with excess of blasts [RAEB],09-06-2025
D46.4,"Refractory anaemia, unspecified",09-06-2025
D46.5,Refractory anaemia with multi-lineage dysplasia,09-06-2025
D46.6,Myelodysplastic syndrome with isolated del(5q) chromosomal abnormality,09-06-2025
D46.7,Other myelodysplastic syndromes,09-06-2025
D46.9,"Myelodysplastic syndrome, unspecified",09-06-2025
D47.0,Histiocytic and mast cell tumours of uncertain and unknown behaviour,09-06-2025
D47.1,Chronic myeloproliferative disease,09-06-2025
D47.2,Monoclonal gammopathy of undetermined significance (MGUS),09-06-2025
D47.3,Essential (haemorrhagic) thrombocythaemia,09-06-2025
D47.4,Osteomyelofibrosis,09-06-2025
D47.5,Chronic eosinophilic leukaemia [hypereosinophilic syndrome],09-06-2025
D47.7,"Other specified neoplasms of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue",09-06-2025
D47.9,"Neoplasm of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue, unspecified",09-06-2025
D48.0,Bone and articular cartilage,09-06-2025
D48.1,Connective and other soft tissue,09-06-2025
D48.2,Peripheral nerves and autonomic nervous system,09-06-2025
D48.3,Retroperitoneum,09-06-2025
D48.4,Peritoneum,09-06-2025
D48.5,Skin,09-06-2025
D48.6,Breast,09-06-2025
D48.7,Other specified sites,09-06-2025
D48.9,"Neoplasm of uncertain or unknown behaviour, unspecified",09-06-2025
D50.0,Iron deficiency anaemia secondary to blood loss (chronic),09-06-2025
D50.1,Sideropenic dysphagia,09-06-2025
D50.8,Other iron deficiency anaemias,09-06-2025
D50.9,"Iron deficiency anaemia, unspecified",09-06-2025
D51.0,Vitamin B12 deficiency anaemia due to intrinsic factor deficiency,09-06-2025
D51.1,Vitamin B12 deficiency anaemia due to selective vitamin B12 malabsorption with proteinuria,09-06-2025
D51.2,Transcobalamin II deficiency,09-06-2025
D51.3,Other dietary vitamin B12 deficiency anaemia,09-06-2025
D51.8,Other vitamin B12 deficiency anaemias,09-06-2025
D51.9,"Vitamin B12 deficiency anaemia, unspecified",09-06-2025
D52.0,Dietary folate deficiency anaemia,09-06-2025
D52.1,Drug-induced folate deficiency anaemia,09-06-2025
D52.8,Other folate deficiency anaemias,09-06-2025
D52.9,"Folate deficiency anaemia, unspecified",09-06-2025
D53.0,Protein deficiency anaemia,09-06-2025
D53.1,"Other megaloblastic anaemias, not elsewhere classified",09-06-2025
D53.2,Scorbutic anaemia,09-06-2025
D53.8,Other specified nutritional anaemias,09-06-2025
D53.9,"Nutritional anaemia, unspecified",09-06-2025
D55.0,Anaemia due to glucose-6-phosphate dehydrogenase [G6PD] deficiency,09-06-2025
D55.1,Anaemia due to other disorders of glutathione metabolism,09-06-2025
D55.2,Anaemia due to disorders of glycolytic enzymes,09-06-2025
D55.3,Anaemia due to disorders of nucleotide metabolism,09-06-2025
D55.8,Other anaemias due to enzyme disorders,09-06-2025
D55.9,"Anaemia due to enzyme disorder, unspecified",09-06-2025
D56.0,Alpha thalassaemia,09-06-2025
D56.1,Beta thalassaemia,09-06-2025
D56.2,Delta-beta thalassaemia,09-06-2025
D56.3,Thalassaemia trait,09-06-2025
D56.4,Hereditary persistence of fetal haemoglobin [HPFH],09-06-2025
D56.8,Other thalassaemias,09-06-2025
D56.9,"Thalassaemia, unspecified",09-06-2025
D57.0,Sickle-cell anaemia with crisis,09-06-2025
D57.1,Sickle-cell anaemia without crisis,09-06-2025
D57.2,Double heterozygous sickling disorders,09-06-2025
D57.3,Sickle-cell trait,09-06-2025
D57.8,Other sickle-cell disorders,09-06-2025
D58.0,Hereditary spherocytosis,09-06-2025
D58.1,Hereditary elliptocytosis,09-06-2025
D58.2,Other haemoglobinopathies,09-06-2025
D58.8,Other specified hereditary haemolytic anaemias,09-06-2025
D58.9,"Hereditary haemolytic anaemia, unspecified",09-06-2025
D59.0,Drug-induced autoimmune haemolytic anaemia,09-06-2025
D59.1,Other autoimmune haemolytic anaemias,09-06-2025
D59.2,Drug-induced nonautoimmune haemolytic anaemia,09-06-2025
D59.3,Haemolytic-uraemic syndrome,09-06-2025
D59.4,Other nonautoimmune haemolytic anaemias,09-06-2025
D59.5,Paroxysmal nocturnal haemoglobinuria [Marchiafava-Micheli],09-06-2025
D59.6,Haemoglobinuria due to haemolysis from other external causes,09-06-2025
D59.8,Other acquired haemolytic anaemias,09-06-2025
D59.9,"Acquired haemolytic anaemia, unspecified",09-06-2025
D60.0,Chronic acquired pure red cell aplasia,09-06-2025
D60.1,Transient acquired pure red cell aplasia,09-06-2025
D60.8,Other acquired pure red cell aplasias,09-06-2025
D60.9,"Acquired pure red cell aplasia, unspecified",09-06-2025
D61.0,Constitutional aplastic anaemia,09-06-2025
D61.1,Drug-induced aplastic anaemia,09-06-2025
D61.2,Aplastic anaemia due to other external agents,09-06-2025
D61.3,Idiopathic aplastic anaemia,09-06-2025
D61.8,Other specified aplastic anaemias,09-06-2025
D61.9,"Aplastic anaemia, unspecified",09-06-2025
D63.0,Anaemia in neoplastic disease,09-06-2025
D63.8,Anaemia in other chronic diseases classified elsewhere,09-06-2025
D64.0,Hereditary sideroblastic anaemia,09-06-2025
D64.1,Secondary sideroblastic anaemia due to disease,09-06-2025
D64.2,Secondary sideroblastic anaemia due to drugs and toxins,09-06-2025
D64.3,Other sideroblastic anaemias,09-06-2025
D64.4,Congenital dyserythropoietic anaemia,09-06-2025
D64.8,Other specified anaemias,09-06-2025
D64.9,"Anaemia, unspecified",09-06-2025
D68.0,Von Willebrand disease,09-06-2025
D68.1,Hereditary factor XI deficiency,09-06-2025
D68.2,Hereditary deficiency of other clotting factors,09-06-2025
D68.3,Haemorrhagic disorder due to circulating anticoagulants,09-06-2025
D68.4,Acquired coagulation factor deficiency,09-06-2025
D68.5,Primary thrombophilia,09-06-2025
D68.6,Other thrombophilia,09-06-2025
D68.8,Other specified coagulation defects,09-06-2025
D68.9,"Coagulation defect, unspecified",09-06-2025
D69.0,Allergic purpura,09-06-2025
D69.1,Qualitative platelet defects,09-06-2025
D69.2,Other nonthrombocytopenic purpura,09-06-2025
D69.3,Idiopathic thrombocytopenic purpura,09-06-2025
D69.4,Other primary thrombocytopenia,09-06-2025
D69.5,Secondary thrombocytopenia,09-06-2025
D69.6,"Thrombocytopenia, unspecified",09-06-2025
D69.8,Other specified haemorrhagic conditions,09-06-2025
D69.9,"Haemorrhagic condition, unspecified",09-06-2025
D72.0,Genetic anomalies of leukocytes,09-06-2025
D72.1,Eosinophilia,09-06-2025
D72.8,Other specified disorders of white blood cells,09-06-2025
D72.9,"Disorder of white blood cells, unspecified",09-06-2025
D73.0,Hyposplenism,09-06-2025
D73.1,Hypersplenism,09-06-2025
D73.2,Chronic congestive splenomegaly,09-06-2025
D73.3,Abscess of spleen,09-06-2025
D73.4,Cyst of spleen,09-06-2025
D73.5,Infarction of spleen,09-06-2025
D73.8,Other diseases of spleen,09-06-2025
D73.9,"Disease of spleen, unspecified",09-06-2025
D74.0,Congenital methaemoglobinaemia,09-06-2025
D74.8,Other methaemoglobinaemias,09-06-2025
D74.9,"Methaemoglobinaemia, unspecified",09-06-2025
D75.0,Familial erythrocytosis,09-06-2025
D75.1,Secondary polycythaemia,09-06-2025
D75.8,Other specified diseases of blood and blood-forming organs,09-06-2025
D75.9,"Disease of blood and blood-forming organs, unspecified",09-06-2025
D76.1,Haemophagocytic lymphohistiocytosis,09-06-2025
D76.2,"Haemophagocytic syndrome, infection-associated",09-06-2025
D76.3,Other histiocytosis syndromes,09-06-2025
D80.0,Hereditary hypogammaglobulinaemia,09-06-2025
D80.1,Nonfamilial hypogammaglobulinaemia,09-06-2025
D80.2,Selective deficiency of immunoglobulin A [IgA],09-06-2025
D80.3,Selective deficiency of immunoglobulin G [IgG] subclasses,09-06-2025
D80.4,Selective deficiency of immunoglobulin M [IgM],09-06-2025
D80.5,Immunodeficiency with increased immunoglobulin M [IgM],09-06-2025
D80.6,Antibody deficiency with near-normal immunoglobulins or with hyperimmunoglobulinaemia,09-06-2025
D80.7,Transient hypogammaglobulinaemia of infancy,09-06-2025
D80.8,Other immunodeficiencies with predominantly antibody defects,09-06-2025
D80.9,"Immunodeficiency with predominantly antibody defects, unspecified",09-06-2025
D81.0,Severe combined immunodeficiency [SCID] with reticular dysgenesis,09-06-2025
D81.1,Severe combined immunodeficiency [SCID] with low T- and B-cell numbers,09-06-2025
D81.2,Severe combined immunodeficiency [SCID] with low or normal B-cell numbers,09-06-2025
D81.3,Adenosine deaminase [ADA] deficiency,09-06-2025
D81.4,Nezelof syndrome,09-06-2025
D81.5,Purine nucleoside phosphorylase [PNP] deficiency,09-06-2025
D81.6,Major histocompatibility complex class I deficiency,09-06-2025
D81.7,Major histocompatibility complex class II deficiency,09-06-2025
D81.8,Other combined immunodeficiencies,09-06-2025
D81.9,"Combined immunodeficiency, unspecified",09-06-2025
D82.0,Wiskott-Aldrich syndrome,09-06-2025
D82.1,Di George syndrome,09-06-2025
D82.2,Immunodeficiency with short-limbed stature,09-06-2025
D82.3,Immunodeficiency following hereditary defective response to Epstein-Barr virus,09-06-2025
D82.4,Hyperimmunoglobulin E [IgE] syndrome,09-06-2025
D82.8,Immunodeficiency associated with other specified major defects,09-06-2025
D82.9,"Immunodeficiency associated with major defect, unspecified",09-06-2025
D83.0,Common variable immunodeficiency with predominant abnormalities of B-cell numbers and function,09-06-2025
D83.1,Common variable immunodeficiency with predominant immunoregulatory T-cell disorders,09-06-2025
D83.2,Common variable immunodeficiency with autoantibodies to B- or T-cells,09-06-2025
D83.8,Other common variable immunodeficiencies,09-06-2025
D83.9,"Common variable immunodeficiency, unspecified",09-06-2025
D84.0,Lymphocyte function antigen-1 [LFA-1] defect,09-06-2025
D84.1,Defects in the complement system,09-06-2025
D84.8,Other specified immunodeficiencies,09-06-2025
D84.9,"Immunodeficiency, unspecified",09-06-2025
D86.0,Sarcoidosis of lung,09-06-2025
D86.1,Sarcoidosis of lymph nodes,09-06-2025
D86.2,Sarcoidosis of lung with sarcoidosis of lymph nodes,09-06-2025
D86.3,Sarcoidosis of skin,09-06-2025
D86.8,Sarcoidosis of other and combined sites,09-06-2025
D86.9,"Sarcoidosis, unspecified",09-06-2025
D89.0,Polyclonal hypergammaglobulinaemia,09-06-2025
D89.1,Cryoglobulinaemia,09-06-2025
D89.2,"Hypergammaglobulinaemia, unspecified",09-06-2025
D89.3,Immune reconstitution syndrome,09-06-2025
D89.8,"Other specified disorders involving the immune mechanism, not elsewhere classified",09-06-2025
D89.9,"Disorder involving the immune mechanism, unspecified",09-06-2025
E00.0,"Congenital iodine-deficiency syndrome, neurological type",09-06-2025
E00.1,"Congenital iodine-deficiency syndrome, myxoedematous type",09-06-2025
E00.2,"Congenital iodine-deficiency syndrome, mixed type",09-06-2025
E00.9,"Congenital iodine-deficiency syndrome, unspecified",09-06-2025
E01.0,Iodine-deficiency-related diffuse (endemic) goitre,09-06-2025
E01.1,Iodine-deficiency-related multinodular (endemic) goitre,09-06-2025
E01.2,"Iodine-deficiency-related (endemic) goitre, unspecified",09-06-2025
E01.8,Other iodine-deficiency-related thyroid disorders and allied conditions,09-06-2025
E03.0,Congenital hypothyroidism with diffuse goitre,09-06-2025
E03.1,Congenital hypothyroidism without goitre,09-06-2025
E03.2,Hypothyroidism due to medicaments and other exogenous substances,09-06-2025
E03.3,Postinfectious hypothyroidism,09-06-2025
E03.4,Atrophy of thyroid (acquired),09-06-2025
E03.5,Myxoedema coma,09-06-2025
E03.8,Other specified hypothyroidism,09-06-2025
E03.9,"Hypothyroidism, unspecified",09-06-2025
E04.0,Nontoxic diffuse goitre,09-06-2025
E04.1,Nontoxic single thyroid nodule,09-06-2025
E04.2,Nontoxic multinodular goitre,09-06-2025
E04.8,Other specified nontoxic goitre,09-06-2025
E04.9,"Nontoxic goitre, unspecified",09-06-2025
E05.0,Thyrotoxicosis with diffuse goitre,09-06-2025
E05.1,Thyrotoxicosis with toxic single thyroid nodule,09-06-2025
E05.2,Thyrotoxicosis with toxic multinodular goitre,09-06-2025
E05.3,Thyrotoxicosis from ectopic thyroid tissue,09-06-2025
E05.4,Thyrotoxicosis factitia,09-06-2025
E05.5,Thyroid crisis or storm,09-06-2025
E05.8,Other thyrotoxicosis,09-06-2025
E05.9,"Thyrotoxicosis, unspecified",09-06-2025
E06.0,Acute thyroiditis,09-06-2025
E06.1,Subacute thyroiditis,09-06-2025
E06.2,Chronic thyroiditis with transient thyrotoxicosis,09-06-2025
E06.3,Autoimmune thyroiditis,09-06-2025
E06.4,Drug-induced thyroiditis,09-06-2025
E06.5,Other chronic thyroiditis,09-06-2025
E06.9,"Thyroiditis, unspecified",09-06-2025
E07.0,Hypersecretion of calcitonin,09-06-2025
E07.1,Dyshormogenetic goitre,09-06-2025
E07.8,Other specified disorders of thyroid,09-06-2025
E07.9,"Disorder of thyroid, unspecified",09-06-2025
E10.0,With coma,09-06-2025
E10.1,With ketoacidosis,09-06-2025
E10.2,With renal complications,09-06-2025
E10.3,With ophthalmic complications,09-06-2025
E10.4,With neurological complications,09-06-2025
E10.5,With peripheral circulatory complications,09-06-2025
E10.6,With other specified complications,09-06-2025
E10.7,With multiple complications,09-06-2025
E10.8,With unspecified complications,09-06-2025
E10.9,Without complications,09-06-2025
E11.0,With coma,09-06-2025
E11.1,With ketoacidosis,09-06-2025
E11.2,With renal complications,09-06-2025
E11.3,With ophthalmic complications,09-06-2025
E11.4,With neurological complications,09-06-2025
E11.5,With peripheral circulatory complications,09-06-2025
E11.6,With other specified complications,09-06-2025
E11.7,With multiple complications,09-06-2025
E11.8,With unspecified complications,09-06-2025
E11.9,Without complications,09-06-2025
E12.0,With coma,09-06-2025
E12.1,With ketoacidosis,09-06-2025
E12.2,With renal complications,09-06-2025
E12.3,With ophthalmic complications,09-06-2025
E12.4,With neurological complications,09-06-2025
E12.5,With peripheral circulatory complications,09-06-2025
E12.6,With other specified complications,09-06-2025
E12.7,With multiple complications,09-06-2025
E12.8,With unspecified complications,09-06-2025
E12.9,Without complications,09-06-2025
E13.0,With coma,09-06-2025
E13.1,With ketoacidosis,09-06-2025
E13.2,With renal complications,09-06-2025
E13.3,With ophthalmic complications,09-06-2025
E13.4,With neurological complications,09-06-2025
E13.5,With peripheral circulatory complications,09-06-2025
E13.6,With other specified complications,09-06-2025
E13.7,With multiple complications,09-06-2025
E13.8,With unspecified complications,09-06-2025
E13.9,Without complications,09-06-2025
E14.0,With coma,09-06-2025
E14.1,With ketoacidosis,09-06-2025
E14.2,With renal complications,09-06-2025
E14.3,With ophthalmic complications,09-06-2025
E14.4,With neurological complications,09-06-2025
E14.5,With peripheral circulatory complications,09-06-2025
E14.6,With other specified complications,09-06-2025
E14.7,With multiple complications,09-06-2025
E14.8,With unspecified complications,09-06-2025
E14.9,Without complications,09-06-2025
E16.0,Drug-induced hypoglycaemia without coma,09-06-2025
E16.1,Other hypoglycaemia,09-06-2025
E16.2,"Hypoglycaemia, unspecified",09-06-2025
E16.3,Increased secretion of glucagon,09-06-2025
E16.4,Abnormal secretion of gastrin,09-06-2025
E16.8,Other specified disorders of pancreatic internal secretion,09-06-2025
E16.9,"Disorder of pancreatic internal secretion, unspecified",09-06-2025
E20.0,Idiopathic hypoparathyroidism,09-06-2025
E20.1,Pseudohypoparathyroidism,09-06-2025
E20.8,Other hypoparathyroidism,09-06-2025
E20.9,"Hypoparathyroidism, unspecified",09-06-2025
E21.0,Primary hyperparathyroidism,09-06-2025
E21.1,"Secondary hyperparathyroidism, not elsewhere classified",09-06-2025
E21.2,Other hyperparathyroidism,09-06-2025
E21.3,"Hyperparathyroidism, unspecified",09-06-2025
E21.4,Other specified disorders of parathyroid gland,09-06-2025
E21.5,"Disorder of parathyroid gland, unspecified",09-06-2025
E22.0,Acromegaly and pituitary gigantism,09-06-2025
E22.1,Hyperprolactinaemia,09-06-2025
E22.2,Syndrome of inappropriate secretion of antidiuretic hormone,09-06-2025
E22.8,Other hyperfunction of pituitary gland,09-06-2025
E22.9,"Hyperfunction of pituitary gland, unspecified",09-06-2025
E23.0,Hypopituitarism,09-06-2025
E23.1,Drug-induced hypopituitarism,09-06-2025
E23.2,Diabetes insipidus,09-06-2025
E23.3,"Hypothalamic dysfunction, not elsewhere classified",09-06-2025
E23.6,Other disorders of pituitary gland,09-06-2025
E23.7,"Disorder of pituitary gland, unspecified",09-06-2025
E24.0,Pituitary-dependent Cushing disease,09-06-2025
E24.1,Nelson syndrome,09-06-2025
E24.2,Drug-induced Cushing syndrome,09-06-2025
E24.3,Ectopic ACTH syndrome,09-06-2025
E24.4,Alcohol-induced pseudo-Cushing syndrome,09-06-2025
E24.8,Other Cushing syndrome,09-06-2025
E24.9,"Cushing syndrome, unspecified",09-06-2025
E25.0,Congenital adrenogenital disorders associated with enzyme deficiency,09-06-2025
E25.8,Other adrenogenital disorders,09-06-2025
E25.9,"Adrenogenital disorder, unspecified",09-06-2025
E26.0,Primary hyperaldosteronism,09-06-2025
E26.1,Secondary hyperaldosteronism,09-06-2025
E26.8,Other hyperaldosteronism,09-06-2025
E26.9,"Hyperaldosteronism, unspecified",09-06-2025
E27.0,Other adrenocortical overactivity,09-06-2025
E27.1,Primary adrenocortical insufficiency,09-06-2025
E27.2,Addisonian crisis,09-06-2025
E27.3,Drug-induced adrenocortical insufficiency,09-06-2025
E27.4,Other and unspecified adrenocortical insufficiency,09-06-2025
E27.5,Adrenomedullary hyperfunction,09-06-2025
E27.8,Other specified disorders of adrenal gland,09-06-2025
E27.9,"Disorder of adrenal gland, unspecified",09-06-2025
E28.0,Estrogen excess,09-06-2025
E28.1,Androgen excess,09-06-2025
E28.2,Polycystic ovarian syndrome,09-06-2025
E28.3,Primary ovarian failure,09-06-2025
E28.8,Other ovarian dysfunction,09-06-2025
E28.9,"Ovarian dysfunction, unspecified",09-06-2025
E29.0,Testicular hyperfunction,09-06-2025
E29.1,Testicular hypofunction,09-06-2025
