Code,Description,last_updated
14107016,Impaired skin integrity,09-06-2025
14108014,Gingival food impaction,09-06-2025
14109018,Congenital deformity of clavicle,09-06-2025
14110011,"Congenital deformity of clavicle, NOS",09-06-2025
14111010,General treatment,09-06-2025
14112015,"General treatment, NOS",09-06-2025
14113013,Molecular cloning,09-06-2025
14114019,Diflorasone,09-06-2025
14115018,Proximal phalanx of third toe,09-06-2025
14116017,Irradiated enamel,09-06-2025
14117014,Periorbital hematoma,09-06-2025
14118016,Oxygen consumption,09-06-2025
14119012,Congenital absence of lacrimal apparatus,09-06-2025
14120018,Agenesis of lacrimal apparatus,09-06-2025
14121019,Necrosis of artery,09-06-2025
14122014,Carbuncle of pectoral region,09-06-2025
14123016,Clonazepam measurement,09-06-2025
14124010,Cobalt measurement,09-06-2025
14125011,Neonatal thrombocytopenia associated with maternal idiopathic thrombocytopenic purpura,09-06-2025
14126012,Passive physical exercise,09-06-2025
14127015,Engaged in passive physical exercise,09-06-2025
14128013,Zygoma,09-06-2025
14129017,Ligament of diaphragm,09-06-2025
14130010,"Ligament of diaphragm, NOS",09-06-2025
14131014,Transplantation of adrenal gland,09-06-2025
14132019,D-Arabinitol dehydrogenase,09-06-2025
14133012,Localized edema,09-06-2025
14134018,Local edema,09-06-2025
14135017,Retired procedure,09-06-2025
14136016,Cecal hernia,09-06-2025
14137013,Caecal hernia,09-06-2025
14138015,Sprain of coracoclavicular ligament,09-06-2025
14139011,Salmonella lekke,09-06-2025
14140013,Helper cell,09-06-2025
14141012,Inducer cell,09-06-2025
14142017,Orsellinate-depside hydrolase,09-06-2025
14143010,Lecanorate hydrolase,09-06-2025
14144016,Drug suspension,09-06-2025
14145015,Acetylsalicylic acid,09-06-2025
14146019,Aspirin,09-06-2025
14147011,Reed-Sternberg antibody,09-06-2025
14148018,"Reed-Sternberg antibody, NOS",09-06-2025
14149014,Arthrotomy of glenohumeral joint for infection with exploration,09-06-2025
14150014,Vinca major,09-06-2025
14151013,Blue periwinkle,09-06-2025
14152018,Tailor's bunion,09-06-2025
14153011,Bunionette,09-06-2025
14154017,Skin sensitivity,09-06-2025
14155016,"Skin sensitivity, NOS",09-06-2025
14156015,Thioneb,09-06-2025
14157012,Lamina propria of ethmoid sinus,09-06-2025
14158019,Retired procedure,09-06-2025
14159010,Psychogenic vertigo,09-06-2025
14160017,Phosphatidate cytidylyltransferase,09-06-2025
14161018,CDPdiglyceride pyrophosphorylase,09-06-2025
14162013,Cephalonomia,09-06-2025
14163015,"Cephalonomia, NOS",09-06-2025
14164014,Teniposide,09-06-2025
14165010,VM-26,09-06-2025
14166011,EPT,09-06-2025
14167019,Podophyllotoxin glucoside,09-06-2025
14168012,Guarea,09-06-2025
14169016,"Guarea, NOS",09-06-2025
14170015,Hemoglobin F-Shanghai,09-06-2025
14171016,"Hb 66(E10), Lys-arg",09-06-2025
14172011,Ethosuximide measurement,09-06-2025
14173018,"Salmonella IV, group 57",09-06-2025
14174012,"Salmonella IV, group 57, NOS",09-06-2025
14175013,Congenital listeriosis,09-06-2025
14176014,Retired procedure,09-06-2025
14177017,Porrocaecum,09-06-2025
14178010,"Porrocaecum, NOS",09-06-2025
14179019,First left aortic arch,09-06-2025
14180016,Three-wheeled all-terrain vehicle,09-06-2025
14181017,Tete virus,09-06-2025
14182012,Allograft,09-06-2025
14183019,Homologous graft,09-06-2025
14184013,Allogeneic graft,09-06-2025
14185014,Homograft,09-06-2025
14186010,Fogarty catheter,09-06-2025
14187018,Symphurus minor,09-06-2025
14188011,Largescale tonguefish,09-06-2025
14189015,Abnormal vision,09-06-2025
14190012,Visual disorder,09-06-2025
14191011,Impaired vision,09-06-2025
14192016,Blood group antibody Dalman,09-06-2025
14193014,Amiphenazole,09-06-2025
14194015,Staghorn,09-06-2025
14195019,Infection by Cryptosporidium meleagridis,09-06-2025
14196018,Carpiodes carpio,09-06-2025
14197010,River carpsucker,09-06-2025
14198017,3'-Phosphoadenylylsulfate 3'-phosphatase,09-06-2025
14199013,Cauterization of subcutaneous tissue,09-06-2025
14200011,Repair of endocardial cushion defect with tissue graft,09-06-2025
14201010,Phenmetrazine hydrochloride,09-06-2025
14202015,Sodium rhodanide,09-06-2025
14203013,Complete congenital obstruction,09-06-2025
14204019,Complete congenital blocking,09-06-2025
14205018,Sulfur isotope,09-06-2025
14206017,Abdominopelvic portion of sympathetic nervous system,09-06-2025
14207014,European nuthatch,09-06-2025
14208016,Sliding,09-06-2025
14209012,Removal of prosthesis of joint structures of hip,09-06-2025
14210019,Removal of hip prosthesis,09-06-2025
14211015,Arthrotomy for removal of prosthesis of hip,09-06-2025
14212010,Immunoglobulinemia with isolated somatotropin deficiency,09-06-2025
14213017,Fleischer syndrome,09-06-2025
14214011,Growth hormone deficiency with hypogammaglobulinemia,09-06-2025
14215012,Skin of glans penis,09-06-2025
14216013,Quantitative anti-DNA antibody measurement,09-06-2025
14217016,FARR assay,09-06-2025
14218014,"Bone marrow imaging, whole body",09-06-2025
14219018,Apophallus muhlingi,09-06-2025
14220012,Angiography of lower extremity arteries with serialography,09-06-2025
14221011,Fetal intrauterine distress first noted during labor AND/OR delivery in liveborn infant,09-06-2025
14222016,Fetal intrauterine distress first noted during labor or delivery in liveborn infant,09-06-2025
14223014,Butyl mercaptan,09-06-2025
14224015,Poisoning by bee sting,09-06-2025
14225019,"Poisoning by bee sting, NOS",09-06-2025
14226018,Articulations of auditory ossicles,09-06-2025
14227010,"Articulations of auditory ossicles, NOS",09-06-2025
14228017,Cucurbitacin delta^23^-reductase,09-06-2025
14229013,Mucous membrane of tongue,09-06-2025
14230015,Blood group antibody Fleming,09-06-2025
14231016,Blood group antibody Fle,09-06-2025
14232011,Seventh Day Pentecostal Assembly,09-06-2025
14233018,Teething syndrome,09-06-2025
14234012,Incomplete transposition,09-06-2025
14235013,Partial transposition,09-06-2025
14236014,Gobiosoma horsti,09-06-2025
14237017,Yellowline goby,09-06-2025
14238010,Bromoderma,09-06-2025
14239019,"Stain, naphtol-AS-D-chloracetate esterase, blood or bone marrow",09-06-2025
14240017,Nocturnal only enuresis,09-06-2025
14241018,Bed-wetting,09-06-2025
14242013,HLA-DQw1 antigen,09-06-2025
14243015,Dysarthria,09-06-2025
14244014,Anterior communicating artery,09-06-2025
14245010,Tickbird,09-06-2025
14246011,"Tickbird, NOS",09-06-2025
14247019,"Oxpecker, NOS",09-06-2025
14248012,Oxpecker,09-06-2025
14249016,Brow presentation,09-06-2025
14250016,Absenteeism,09-06-2025
14251017,Hypophoria,09-06-2025
14252012,Inflow tract of right ventricle,09-06-2025
14253019,Cheilanthes sieberi poisoning,09-06-2025
14254013,Mulga poisoning,09-06-2025
14255014,Rock fern poisoning,09-06-2025
14256010,Hepatic lipofuscinosis,09-06-2025
14257018,Deer mouse,09-06-2025
14258011,Arthroplasty of shoulder with synthetic joint prosthesis,09-06-2025
14259015,"Arthroplasty of shoulder with synthetic joint prosthesis, NOS",09-06-2025
14260013,Arthrotomy of elbow for infection with removal of foreign body,09-06-2025
14261012,Exercise proteinuria,09-06-2025
14262017,Exercise albuminuria,09-06-2025
14263010,Athletic proteinuria,09-06-2025
14264016,Effort proteinuria,09-06-2025
14265015,Rusty blackbird,09-06-2025
14266019,Limitans nucleus,09-06-2025
14267011,Blood group antibody Gibson,09-06-2025
14268018,Ship joiner,09-06-2025
14269014,Retired procedure,09-06-2025
14270010,Butacaine,09-06-2025
14271014,Allyl glycidyl ether,09-06-2025
14272019,Polyethylene glycol,09-06-2025
14273012,"Polyethylene glycol, NOS",09-06-2025
14274018,Carbowax,09-06-2025
14275017,Vaginogram,09-06-2025
14276016,Congenital anomaly of thyroid cartilage,09-06-2025
14277013,Lolium perenne,09-06-2025
14278015,Perennial ryegrass,09-06-2025
14279011,Painful penile erection,09-06-2025
14280014,Cholestenol delta-isomerase,09-06-2025
14281013,Long-billed curlew,09-06-2025
14282018,Dystonic dysphonia,09-06-2025
14283011,Pan,09-06-2025
14284017,"Pan, NOS",09-06-2025
14285016,Chimpanzee,09-06-2025
14286015,Subcutaneous acromial bursa,09-06-2025
14287012,Superficial flexor tendon of little finger,09-06-2025
14288019,Superficial flexor tendon of fifth finger,09-06-2025
14289010,Urethral ulcer,09-06-2025
14291019,Rauvolfia tetraphylla,09-06-2025
14292014,Bitterash,09-06-2025
14293016,Salmonella bareilly,09-06-2025
14294010,"Membrane-coating granule, amorphous",09-06-2025
14295011,Lasiospermum bipinnatum,09-06-2025
14296012,Ganskweed,09-06-2025
14297015,Ganskweek,09-06-2025
14298013,Open wound of nasal sinus without complication,09-06-2025
14299017,Blood group antigen Th,09-06-2025
14300013,Lantana camara poisoning,09-06-2025
14301012,Preparation of detailed report for patient's disability including corrective recommendations,09-06-2025
14302017,Salmonella homosassa,09-06-2025
14303010,Salmonella agoueve,09-06-2025
14304016,Animal inoculation,09-06-2025
14305015,"Animal inoculation, NOS",09-06-2025
14306019,Orotate reductase (NADPH),09-06-2025
14307011,Galactoside acetyltransferase,09-06-2025
14308018,Thiogalactoside acetyltransferase,09-06-2025
14309014,Staphylococcus gallinarum,09-06-2025
14310016,Lateral nuclei of globus pallidus,09-06-2025
14311017,Salmonella sinthia,09-06-2025
14312012,Pancreatic veins,09-06-2025
14313019,Denture,09-06-2025
14314013,"Denture, NOS",09-06-2025
14315014,Shearing,09-06-2025
14316010,Blattella germanica,09-06-2025
14317018,Croton bug,09-06-2025
14318011,Water bug,09-06-2025
14319015,German cockroach,09-06-2025
14320014,Chlorosplenium aeruginosum,09-06-2025
14321013,Blue-green cup fungus,09-06-2025
14322018,Saguinus oedipus,09-06-2025
14323011,Cotton-topped marmoset,09-06-2025
14325016,"Vascular disorder of iris and ciliary body, NOS",09-06-2025
14327012,Normal chronobiologic state,09-06-2025
14328019,Superficial circumflex iliac vein,09-06-2025
14329010,Stratum lemnisci of corpora quadrigemina,09-06-2025
14330017,Implantation of tricuspid valve prosthesis or synthetic device,09-06-2025
14331018,Secretory alteration of vagina,09-06-2025
14332013,Spontaneous abortion with perforation of bowel,09-06-2025
14333015,"Replacement of pacemaker device with single-chamber device, not specified as rate-responsive",09-06-2025
14334014,Ultrasonic guidance for aspiration of ova,09-06-2025
14335010,Mitral valve prolapse syndrome,09-06-2025
14336011,Floppy valve syndrome,09-06-2025
14337019,Click-murmur syndrome,09-06-2025
14338012,Barlow's syndrome,09-06-2025
14339016,J.B. Barlow's syndrome,09-06-2025
14340019,Click syndrome,09-06-2025
14341015,Asynchronous valve closure syndrome,09-06-2025
14342010,Tetrachloroethane,09-06-2025
14343017,Acetylene tetrachloride,09-06-2025
14344011,"1,1,2,2-Tetrachloroethane",09-06-2025
14345012,Postmature abnormal placenta,09-06-2025
14346013,"Salmonella II 1,9,12,(46),27:z10:z39",09-06-2025
14347016,"Space maintainer, fixed, cast type",09-06-2025
14348014,Radial nerve,09-06-2025
14349018,"Radial nerve, NOS",09-06-2025
14350018,Injury of deep plantar blood vessels,09-06-2025
14351019,Shark River virus,09-06-2025
14352014,Removal of foreign body of lacrimal gland by incision,09-06-2025
14353016,Leptospira canicola antigen,09-06-2025
14354010,Normocalcemic pseudohypoparathyroidism,09-06-2025
14355011,Pseudopseudohypoparathyroidism,09-06-2025
14356012,Albright hereditary osteodystrophy type 2,09-06-2025
14357015,Suction assisted lipectomy of upper extremity,09-06-2025
14358013,Liposuction of upper extremity,09-06-2025
14359017,"Restoration, inlay, metallic, three surfaces",09-06-2025
14360010,Chiropractic application of heat,09-06-2025
14361014,Blood group antigen Walls,09-06-2025
14362019,Welsh walking horse,09-06-2025
14363012,Eosinophilic granuloma of oral mucosa,09-06-2025
14364018,Intervertebral disc space of twelfth thoracic vertebra,09-06-2025
14366016,Transureteroureterostomy,09-06-2025
14367013,Crossed ureteroureterostomy,09-06-2025
14368015,Deep third degree burn of abdominal wall with loss of body part,09-06-2025
14369011,Aspiration curettage of uterus after abortion,09-06-2025
14370012,Capsulotomy of midfoot with tendon lengthening,09-06-2025
14371011,Alveolar adenoma,09-06-2025
14372016,Sexually transmitted infectious disease,09-06-2025
14373014,"Sexually transmitted infectious disease, NOS",09-06-2025
14374015,"Venereal disease, NOS",09-06-2025
14375019,Venereal disease,09-06-2025
14376018,"Sexually transmitted disease, NOS",09-06-2025
14377010,Marcus-Gunn pupillary sign,09-06-2025
14378017,Swinging flashlight sign,09-06-2025
14379013,Infundibulum of fallopian tube,09-06-2025
14380011,Ani,09-06-2025
14381010,"Ani, NOS",09-06-2025
14382015,Aneurysmectomy of aorta,09-06-2025
14383013,"Aneurysmectomy of aorta, NOS",09-06-2025
14384019,Bellator egretta,09-06-2025
14385018,Streamer searobin,09-06-2025
14386017,Horseshoe tear of retina without detachment,09-06-2025
14387014,Hemoglobin Leiden,09-06-2025
14388016,Sphoeroides testudineus,09-06-2025
14389012,Checkered puffer,09-06-2025
14390015,Porocephaliasis,09-06-2025
14391016,Porocephalosis,09-06-2025
14392011,Porcephalosis,09-06-2025
14393018,Undecaprenyl-diphosphatase,09-06-2025
14394012,Trimeprazine,09-06-2025
14395013,Strapping of Unna boot,09-06-2025
14396014,Intranuclear crystal,09-06-2025
14397017,"Crystalline inclusion, intranuclear",09-06-2025
14398010,Hindgut,09-06-2025
14400014,Diverticulosis of small intestine,09-06-2025
14401013,"Diverticulosis of small intestine, NOS",09-06-2025
14402018,Unilateral radical mastectomy,09-06-2025
14403011,Phenotype,09-06-2025
14404017,Phenotypic expression,09-06-2025
14405016,Normal gait,09-06-2025
14406015,Crane,09-06-2025
14407012,Delphian lymph node,09-06-2025
14408019,Delphic lymph node,09-06-2025
14409010,Acentric chromosome,09-06-2025
14410017,Peritoneal fluid,09-06-2025
14411018,Swine plague,09-06-2025
14412013,Blood group antibody Schuppenhauer,09-06-2025
14413015,West Africans,09-06-2025
14414014,Hyemoschus aquaticus,09-06-2025
14415010,Water chevrotain,09-06-2025
14416011,Transposition of tissue of chest wall,09-06-2025
14417019,Retired procedure,09-06-2025
14418012,Supraaortic valve area,09-06-2025
14419016,Root of aorta,09-06-2025
14420010,Deposition of oxalate crystals,09-06-2025
14421014,Fish-mouthing,09-06-2025
14422019,Removal of foreign body from retroperitoneum,09-06-2025
14423012,Magnesium acetylsalicylate,09-06-2025
14424018,Superior anastomotic vein,09-06-2025
14425017,Anastomosing vein of Labbe,09-06-2025
14426016,Periodic alternating nystagmus,09-06-2025
14427013,Closed dislocation of jaw,09-06-2025
14428015,Closed dislocation of mandible,09-06-2025
14429011,Closed dislocation of inferior maxilla,09-06-2025
14430018,Closed dislocation of temporomandibular joint,09-06-2025
14431019,Revision of scar of skin,09-06-2025
14432014,Primary functional enuresis,09-06-2025
14433016,"Antithrombin III assay, functional",09-06-2025
14434010,Malignant histiocytosis,09-06-2025
14435011,Histiocytic medullary reticulosis,09-06-2025
14436012,Acholades,09-06-2025
14437015,"Acholades, NOS",09-06-2025
14438013,Purulent chronic bronchitis,09-06-2025
14439017,Weir operation for correction of nostrils,09-06-2025
14440015,Diosmin,09-06-2025
14441016,Removal of foreign body from trachea by incision,09-06-2025
14442011,"Mixed tumor, malignant",09-06-2025
14443018,"Mixed tumor, malignant, NOS",09-06-2025
14444012,"Mixed tumor, salivary gland type, malignant",09-06-2025
14445013,Cooper's hernia,09-06-2025
14446014,Bilocular femoral hernia,09-06-2025
14447017,Legionella wadsworthii,09-06-2025
14448010,Chemosis of conjunctiva,09-06-2025
14449019,Chemosis,09-06-2025
14450019,Opsin kinase,09-06-2025
14451015,Fine needle aspirate with immediate interpretation and report,09-06-2025
14452010,Echocardiography for detecting cardiac output,09-06-2025
14453017,Removal of internal fixation device of ulna,09-06-2025
14454011,Homoproline,09-06-2025
14455012,Pipecolic acid,09-06-2025
14456013,Nola virus,09-06-2025
14457016,Excision of basal ganglion,09-06-2025
14458014,"Immunoglobulin, Fd fragment",09-06-2025
14459018,Vein of head,09-06-2025
14460011,"Vein of head, NOS",09-06-2025
14461010,Interlobar duct of pancreas,09-06-2025
14462015,Superior colliculus of corpora quadrigemina,09-06-2025
14463013,Anterior quadrigeminal body,09-06-2025
14464019,Lateral striate arteries,09-06-2025
14465018,Infraorbital nerve,09-06-2025
14466017,Retired procedure,09-06-2025
14467014,Nitroprusside,09-06-2025
14468016,Lymphocyte antigen CD67,09-06-2025
14469012,Superior articular process of fifth thoracic vertebra,09-06-2025
14470013,Cranial articular process of fifth thoracic vertebra,09-06-2025
14471012,Thrombophlebitis of basilar sinus,09-06-2025
14472017,Infection by Taenia hydatigena,09-06-2025
14473010,Uracil-5-carboxylate decarboxylase,09-06-2025
14474016,Cycas,09-06-2025
14475015,"Cycas, NOS",09-06-2025
14476019,Zamia palm,09-06-2025
14477011,Adhesive,09-06-2025
14478018,"Adhesive, NOS",09-06-2025
14479014,"Adhesive material, NOS",09-06-2025
14480012,Adhesive material,09-06-2025
14481011,Subcutaneous tissue of arm and wrist,09-06-2025
14482016,Posthodiplostomum cuticula,09-06-2025
14483014,Illegal abortion with septicemia,09-06-2025
14484015,Roux-en-Y cholecystoenterostomy,09-06-2025
14485019,"Malignant lymphoma, lymphoblastic",09-06-2025
14486018,"Malignant lymphoma, convoluted cell",09-06-2025
14487010,Lymphoblastoma,09-06-2025
14488017,Fixation of vision,09-06-2025
14489013,Retired procedure,09-06-2025
14490016,Infection by Trichobilharzia,09-06-2025
14491017,"Infection by Trichobilharzia, NOS",09-06-2025
14492012,Trichobilharziosis,09-06-2025
14493019,Cevadilline,09-06-2025
14494013,Fiberoptic colonoscopy through colostomy,09-06-2025
14495014,Endoscopy of colon through artificial stoma,09-06-2025
14496010,Colonoscopy through artificial stoma,09-06-2025
14497018,Maggot,09-06-2025
14498011,"Maggot, NOS",09-06-2025
14499015,Fly larvae,09-06-2025
14500012,Menticirrhus undulatus,09-06-2025
14501011,California corbina,09-06-2025
14502016,Closed fracture of T7-T12 level with central cord syndrome,09-06-2025
14503014,Convallamarogenin,09-06-2025
14504015,Panic disorder with agoraphobia AND moderate panic attacks,09-06-2025
14505019,"Panic disorder with agoraphobia and moderate panic attacks, NOS",09-06-2025
14506018,Cardiomegaly,09-06-2025
14507010,Cardiac hypertrophy,09-06-2025
14508017,Cor bovinum,09-06-2025
14509013,Developmental articulation disorder,09-06-2025
14510015,Phonological disorder,09-06-2025
14511016,Papaver species poisoning,09-06-2025
14512011,Poppy poisoning,09-06-2025
14513018,Partial amputation of penis,09-06-2025
14514012,Diaminopimelate epimerase,09-06-2025
14515013,Clostridium,09-06-2025
14516014,"Clostridium, NOS",09-06-2025
14517017,Repair of enterocele by vaginal approach,09-06-2025
14519019,Closure of pyelocutaneous fistula,09-06-2025
14520013,Dermacentor parumapertus,09-06-2025
14521012,Clotting factor VII assay,09-06-2025
14522017,Proconvertin assay,09-06-2025
14523010,Factor VII assay,09-06-2025
14524016,Stable factor assay,09-06-2025
14525015,Autoprothrombin I assay,09-06-2025
14526019,Acrodermatitis,09-06-2025
14527011,"Acrodermatitis, NOS",09-06-2025
14528018,Orbicularis muscle reflex,09-06-2025
14529014,Focal embolic nephritis syndrome,09-06-2025
14531017,Prionotus evolans,09-06-2025
14532012,Striped searobin,09-06-2025
14533019,^43^Potassium,09-06-2025
14534013,Human menopausal gonadotropin,09-06-2025
14535014,hMG,09-06-2025
14536010,Menotropin,09-06-2025
14537018,Human menopausal gonadotrophin,09-06-2025
14538011,Polyester,09-06-2025
14539015,"Polyester, NOS",09-06-2025
14540018,Wrist,09-06-2025
14541019,"Wrist, NOS",09-06-2025
14542014,"Carpus, NOS",09-06-2025
14543016,Carpus,09-06-2025
14544010,Myristica fragrans,09-06-2025
14545011,Nutmeg,09-06-2025
14546012,Retained nonmagnetic foreign body in multiple sites,09-06-2025
14547015,Clostridium bifermentans,09-06-2025
14548013,Dilated cardiomyopathy secondary to hemochromatosis,09-06-2025
14549017,Corpora amylacea,09-06-2025
14550017,Simple chronic conjunctivitis,09-06-2025
14551018,Proportional,09-06-2025
14552013,Proportionate,09-06-2025
14553015,Plant producing steroidal compounds,09-06-2025
14554014,Plant producing phytosterols,09-06-2025
14555010,Telangiectasia macularis eruptiva perstans,09-06-2025
14556011,Lisfranc shoulder disarticulation,09-06-2025
14557019,Lisfranc amputation,09-06-2025
14558012,Lisfranc operation,09-06-2025
14559016,Gastric acidity,09-06-2025
14560014,"Gastric acidity, NOS",09-06-2025
14561013,"Peptic activity of stomach, NOS",09-06-2025
14562018,Peptic activity of stomach,09-06-2025
14563011,Arachnoiditis,09-06-2025
14564017,"Arachnoiditis, NOS",09-06-2025
14565016,Chronic hypertension complicating AND/OR reason for care during childbirth,09-06-2025
14566015,Chronic hypertension complicating or reason for care during childbirth,09-06-2025
14567012,Saprozoonosis,09-06-2025
14568019,Endocervical polyp,09-06-2025
14569010,Lactobacillus yamanashiensis,09-06-2025
14570011,Coagulation factor II Padua variant,09-06-2025
14571010,"Labyrinthectomy, osseous",09-06-2025
14572015,Surgical occlusion of intracranial artery,09-06-2025
14573013,"Surgical occlusion of intracranial artery, NOS",09-06-2025
14574019,"Cerebral artery operative occlusion, NOS",09-06-2025
14575018,Cerebral artery operative occlusion,09-06-2025
14576017,Accessory atrioventricular bundle,09-06-2025
14577014,Bundle of Kent,09-06-2025
14578016,Chelopistes meleagridis,09-06-2025
14579012,Turkey louse,09-06-2025
14580010,^106^Ruthenium,09-06-2025
14581014,Family disruption with separation,09-06-2025
14582019,Vasomotor rhinitis,09-06-2025
14583012,"Vasomotor rhinitis, NOS",09-06-2025
14584018,Streptococcal cysteine proteinase,09-06-2025
14585017,Streptococcal proteinase,09-06-2025
14586016,Streptococcus peptidase A,09-06-2025
14587013,Ocular amyloid deposit,09-06-2025
14588015,Injection of ganglion cyst,09-06-2025
14590019,XY females,09-06-2025
14591015,Biopsy of periurethral tissue,09-06-2025
14592010,Excision of periurethral tissue,09-06-2025
14593017,Replacement of Crutchfield tongs of skull,09-06-2025
14594011,Removal of Crutchfield tongs with synchronous replacement,09-06-2025
14595012,Strobane,09-06-2025
14596013,"Insertion of intravascular device in femoral vein, partial",09-06-2025
14597016,Primary endocardial fibroelastosis,09-06-2025
14598014,Fibroelastosis cordis,09-06-2025
14599018,Congenital endocardial fibroelastosis,09-06-2025
14600015,Retired procedure,09-06-2025
14601016,Hemolymphangioma,09-06-2025
14603018,Apical branch of right pulmonary artery,09-06-2025
14604012,Measurement of interstitial fluid pressure,09-06-2025
14605013,"Measurement of interstitial fluid pressure, NOS",09-06-2025
14606014,Alkaline phosphatase isoenzymes measurement,09-06-2025
14607017,Ophichthus zophochir,09-06-2025
14608010,Yellow snake eel,09-06-2025
14609019,Electroencephalogram during carotid surgery,09-06-2025
14610012,Berylliosis,09-06-2025
14611011,Beryllium disease,09-06-2025
14612016,Beryllium poisoning,09-06-2025
14613014,Emperor of Germany's bird of paradise,09-06-2025
14614015,Salmonella denver,09-06-2025
14615019,Tuberculosis of subcutaneous cellular tissue,09-06-2025
14616018,"Tuberculosis of subcutaneous cellular tissue, NOS",09-06-2025
14617010,Osseous portion of Eustachian tube,09-06-2025
14618017,Chlorothiazide sodium,09-06-2025
14619013,Excision of Wolffian duct,09-06-2025
14620019,Excision of mesonephric duct,09-06-2025
14621015,Endomyocardial disease,09-06-2025
14622010,"Endomyocardial disease, NOS",09-06-2025
14623017,Repair of filtering bleb by suture,09-06-2025
14624011,Pericarditis secondary to aortic aneurysm with leakage into pericardial sac,09-06-2025
14625012,Abnormal hemoglobin,09-06-2025
14626013,"Abnormal hemoglobin, NOS",09-06-2025
14627016,Perioophoritis,09-06-2025
14628014,"Perioophoritis, NOS",09-06-2025
14629018,Insertion of bone growth stimulator into scapula,09-06-2025
14630011,Late effect of injury to other and unspecified nerve,09-06-2025
14631010,Organophosphate poisoning,09-06-2025
14632015,Organophosphate insecticide poisoning,09-06-2025
14633013,Potassium thiosulfate,09-06-2025
14634019,Extrahepatic obstructive biliary disease,09-06-2025
14635018,Somatofunctional impotence,09-06-2025
14636017,Tunica interna of eyeball,09-06-2025
14637014,"Articular surface, metacarpal, of phalanx of hand",09-06-2025
14638016,Small intestine serosa,09-06-2025
14639012,"Other ovarian hyperfunction, NEC",09-06-2025
14640014,Blood group antibody Hildebrandt,09-06-2025
14641013,Cerebrospinal angiopathy,09-06-2025
14642018,tRNA adenylyltransferase,09-06-2025
14643011,tRNA CCA-pyrophosphorylase (adenosine),09-06-2025
14644017,"Revision of total hip arthroplasty, both components, with allograft",09-06-2025
14645016,Septic abortion,09-06-2025
14646015,Infective abortion,09-06-2025
14647012,"Intelligence, superior (I.Q.....)",09-06-2025
14648019,Illegal abortion complicated by genital-pelvic infection,09-06-2025
14649010,"Illegal abortion complicated by genital-pelvic infection, NOS",09-06-2025
14650010,Methionine-S-oxide reductase,09-06-2025
14651014,Balloon cell nevus,09-06-2025
14652019,Coriolus versicolor,09-06-2025
14653012,Many-colored polypore,09-06-2025
14654018,Retired procedure,09-06-2025
14656016,"Pelvic organs, NOS",09-06-2025
14657013,Pelvic viscera,09-06-2025
14658015,Melogale,09-06-2025
14659011,"Melogale, NOS",09-06-2025
14660018,Ferret badger,09-06-2025
14661019,Injury of uterine artery,09-06-2025
14662014,Mechanical complication of umbrella device of vena cava,09-06-2025
14663016,Other circus performers,09-06-2025
14664010,Pathological dislocation of shoulder region,09-06-2025
14665011,Splendid pigeon,09-06-2025
14666012,Myoporum deserti,09-06-2025
14667015,Staphylococcal mastitis,09-06-2025
14668013,Not recovering from,09-06-2025
14669017,Below knee region,09-06-2025
14670016,Induced cardioplegia,09-06-2025
14671017,Induced cardiac arrest,09-06-2025
14672012,Stain for viral inclusions,09-06-2025
14673019,"Stain for viral inclusions, NOS",09-06-2025
14674013,Interlobular arteries of liver,09-06-2025
14675014,Strophanthus petersianus,09-06-2025
14676010,Rhogam crossmatch,09-06-2025
14677018,"Blood typing, anti-RH immunoglobulin testing, Rhogam type",09-06-2025
14678011,"Compatibility test, Rho(D) immune globulin",09-06-2025
14679015,Uromucoid protein,09-06-2025
14680017,Tamm-Horsfall mucoprotein,09-06-2025
14681018,Absidia halospora,09-06-2025
14682013,Nonvenomous insect bite of toe without infection,09-06-2025
14683015,Sheathing of arterioles,09-06-2025
14684014,Chronic antritis,09-06-2025
14685010,Cyclohexanol,09-06-2025
14686011,Caudal dysplasia sequence,09-06-2025
14687019,Caudal regression syndrome,09-06-2025
14688012,Contracaecum spiculigerum,09-06-2025
14689016,Closed fracture of sixth cervical vertebra without spinal cord injury,09-06-2025
14690013,Acute seromucinous otitis media,09-06-2025
14691012,Removal of foreign body from rectum under anesthesia,09-06-2025
14692017,Diagnostic Doppler ultrasonography,09-06-2025
14693010,"Diagnostic Doppler ultrasonography, NOS",09-06-2025
14694016,"Doppler ultrasound, NOS",09-06-2025
14695015,Doppler ultrasound,09-06-2025
14696019,Salmonella lille,09-06-2025
14697011,Leptospira pomona antigen,09-06-2025
14698018,Moderate transitional cell atypia,09-06-2025
14699014,Moderate urothelial cell atypia,09-06-2025
14700010,Hemoglobin Madrid,09-06-2025
14701014,"Hb 115(G17), Ala-pro",09-06-2025
14702019,Trinectes inscriptus,09-06-2025
14703012,Scrawled sole,09-06-2025
14704018,Intrinsic asthma,09-06-2025
14705017,Late-onset asthma,09-06-2025
14706016,Asthma due to internal immunological process,09-06-2025
14707013,RNA-directed DNA polymerase,09-06-2025
14708015,DNA nucleotidyltransferase (RNA-directed),09-06-2025
14709011,Reverse transcriptase,09-06-2025
14710018,Revertase,09-06-2025
14711019,Mastoid fontanel of skull,09-06-2025
14712014,Posterolateral fontanel of skull,09-06-2025
14713016,Eubacterium ramulus,09-06-2025
14714010,Arthropathy,09-06-2025
14715011,"Arthropathy, NOS",09-06-2025
14716012,"Disorder of joint, NOS",09-06-2025
